example_id,split,agreement_tier,dup_group
fpb:c7e26be9877ac854,dev,all,fpb:c7e26be9877ac854
fpb:c7ec1f44e5626741,test,75,fpb:c7ec1f44e5626741
fpb:c80766e96f646190,train,all,fpb:c80766e96f646190
fpb:c80a68b0e95bbf64,test,all,fpb:c80a68b0e95bbf64
fpb:c8146018dcfb9fc8,dev,50,fpb:c8146018dcfb9fc8
fpb:c82c71590972edc7,train,all,fpb:c82c71590972edc7
fpb:c84871644879e112,train,all,fpb:c84871644879e112
fpb:c85910c1384084fc,train,75,fpb:c85910c1384084fc
fpb:c869bdcc0697bd76,train,all,fpb:c869bdcc0697bd76
fpb:c86fc94af2599923,train,66,fpb:c86fc94af2599923
fpb:c873679cf8064e41,dev,75,fpb:c873679cf8064e41
fpb:c880b77e0a132931,train,all,fpb:c880b77e0a132931
fpb:c88da082ae4892d5,train,all,fpb:c88da082ae4892d5
fpb:c89b37d9f2777a6d,train,all,fpb:c89b37d9f2777a6d
fpb:c89e00b7507ee829,train,50,fpb:c89e00b7507ee829
fpb:c8b4e66371735bf0,test,all,fpb:c8b4e66371735bf0
fpb:c8bc6467b14cef1a,train,all,fpb:c8bc6467b14cef1a
fpb:c8c433c04f71b418,test,75,fpb:c8c433c04f71b418
fpb:c8d1acaf732865f9,train,all,fpb:4265c2d4263fbdb9
fpb:c8eeb55afddc64ee,train,75,fpb:c8eeb55afddc64ee
fpb:c8ff3ca485e1453d,test,66,fpb:c8ff3ca485e1453d
fpb:c920d514d2d1b911,dev,75,fpb:c920d514d2d1b911
fpb:c92639b58c250a4b,train,all,fpb:c92639b58c250a4b
fpb:c92d8a9ca99dd780,train,all,fpb:c92d8a9ca99dd780
fpb:c938b32f531874ac,train,all,fpb:c938b32f531874ac
fpb:c93c869394e167af,test,all,fpb:c93c869394e167af
fpb:c948cfb8d143d607,test,all,fpb:c948cfb8d143d607
fpb:c95f58df5a2dce12,train,75,fpb:c95f58df5a2dce12
fpb:c962f7c83708a600,train,66,fpb:c962f7c83708a600
fpb:c974912b67aab6eb,train,all,fpb:c974912b67aab6eb
fpb:c9768e8d3c155f0d,train,75,fpb:c9768e8d3c155f0d
fpb:c978a49fced9692a,train,all,fpb:c978a49fced9692a
fpb:c97f1a0599574616,train,all,fpb:c97f1a0599574616
fpb:c99eb00cfb8ba2c9,train,50,fpb:c99eb00cfb8ba2c9
fpb:c9ce15643a120e0e,train,all,fpb:c9ce15643a120e0e
fpb:c9ec014474f3d1e2,train,75,fpb:c9ec014474f3d1e2
fpb:c9f5a7f3b1715028,train,all,fpb:c9f5a7f3b1715028
fpb:c9f7d0d56a96f89f,test,75,fpb:c9f7d0d56a96f89f
fpb:c9fd48bdb84d2afa,test,66,fpb:c9fd48bdb84d2afa
fpb:ca1163f60aec3df8,train,all,fpb:ca1163f60aec3df8
fpb:ca136f228da962e1,train,66,fpb:ca136f228da962e1
fpb:ca1c94b54f8005bf,test,50,fpb:ca1c94b54f8005bf
fpb:ca447c5889bb8700,train,all,fpb:ca447c5889bb8700
fpb:ca48820a20c2c0bb,test,all,fpb:ca48820a20c2c0bb
fpb:ca8a86978b71ed38,train,66,fpb:ca8a86978b71ed38
fpb:ca97bc6fec0095b1,train,all,fpb:ca97bc6fec0095b1
fpb:ca9c6b72d48da338,train,66,fpb:ca9c6b72d48da338
fpb:cabb2894b1b3721c,train,50,fpb:cabb2894b1b3721c
fpb:cabea49b9db1c39c,train,all,fpb:cabea49b9db1c39c
fpb:cad63f05f9370c52,train,66,fpb:058c37e563aa1c11
fpb:cadaa5cf6e45aed8,train,66,fpb:cadaa5cf6e45aed8
fpb:cadf53f787918e18,train,75,fpb:cadf53f787918e18
fpb:cae7968cc61fa4ca,test,66,fpb:cae7968cc61fa4ca
fpb:caeb2c1302a46e62,test,all,fpb:caeb2c1302a46e62
fpb:caf072d84d52046e,test,75,fpb:caf072d84d52046e
fpb:cb09fa46fe5bd131,train,all,fpb:cb09fa46fe5bd131
fpb:cb0d4518ff8092f5,dev,all,fpb:cb0d4518ff8092f5
fpb:cb18972bb2cd4dde,test,all,fpb:cb18972bb2cd4dde
fpb:cb3c8b778bf91490,dev,all,fpb:cb3c8b778bf91490
fpb:cb3deda4bd10f044,train,75,fpb:cb3deda4bd10f044
fpb:cb45126c6df8ad05,train,all,fpb:cb45126c6df8ad05
fpb:cb4947b22b3df555,train,66,fpb:cb4947b22b3df555
fpb:cb4fe610c57ea833,train,all,fpb:cb4fe610c57ea833
fpb:cb5c9925d9ec74dd,train,all,fpb:cb5c9925d9ec74dd
fpb:cb660dd7c3c11e07,train,75,fpb:cb660dd7c3c11e07
fpb:cb6c4ef3898c2b75,test,all,fpb:cb6c4ef3898c2b75
fpb:cb7141e44f896e9c,train,all,fpb:cb7141e44f896e9c
fpb:cb77625f27355f7f,train,all,fpb:cb77625f27355f7f
fpb:cb860f8427629270,test,all,fpb:cb860f8427629270
fpb:cb97858c3c9cc9a5,train,50,fpb:cb97858c3c9cc9a5
fpb:cba93679ce0ea25c,train,all,fpb:cba93679ce0ea25c
fpb:cbb5546844a4839c,train,all,fpb:cbb5546844a4839c
fpb:cbc8d8a9f360b128,test,66,fpb:cbc8d8a9f360b128
fpb:cbc9a80be331310c,train,all,fpb:cbc9a80be331310c
fpb:cbe3799fd6d0fca4,dev,all,fpb:cbe3799fd6d0fca4
fpb:cbee5c8a9d11ac03,train,50,fpb:cbee5c8a9d11ac03
fpb:cbf05443d8572c39,train,50,fpb:cbf05443d8572c39
fpb:cbf4c042a3b85d78,test,all,fpb:cbf4c042a3b85d78
fpb:cc145ce635cd4b41,train,75,fpb:cc145ce635cd4b41
fpb:cc202a9fcfa5b2a2,test,75,fpb:cc202a9fcfa5b2a2
fpb:cc2f46edcfdf5c9c,train,50,fpb:cc2f46edcfdf5c9c
fpb:cc302eb85423463a,train,all,fpb:cc302eb85423463a
fpb:cc3321b7185a064c,test,66,fpb:cc3321b7185a064c
fpb:cc3f1a3d6c117217,train,all,fpb:cc3f1a3d6c117217
fpb:cc498d67e3a7dda4,train,75,fpb:cc498d67e3a7dda4
fpb:cc4f6204130f8b8f,train,all,fpb:cc4f6204130f8b8f
fpb:cc52ffb71c5bd8a8,train,all,fpb:cc52ffb71c5bd8a8
fpb:cc62ff16d2b49791,test,75,fpb:cc62ff16d2b49791
fpb:cc714a86261e386b,train,66,fpb:cc714a86261e386b
fpb:cc7712141d60b3ad,train,75,fpb:cc7712141d60b3ad
fpb:cc860cbdca735566,train,75,fpb:cc860cbdca735566
fpb:cc8c295d9f5bdf8c,test,all,fpb:cc8c295d9f5bdf8c
fpb:cc94074634ef15cc,test,66,fpb:cc94074634ef15cc
fpb:cc9f7824278493f9,test,50,fpb:cc9f7824278493f9
fpb:cca518471bcd0a5c,train,all,fpb:cca518471bcd0a5c
fpb:ccbf34fbde647379,test,50,fpb:ccbf34fbde647379
fpb:ccbfb5b6c448c9ea,train,all,fpb:ccbfb5b6c448c9ea
fpb:ccca65e4d96ef6ad,test,all,fpb:ccca65e4d96ef6ad
fpb:ccf9387c026379c2,train,50,fpb:ccf9387c026379c2
fpb:ccfc9c8d573c3c7b,test,66,fpb:ccfc9c8d573c3c7b
fpb:cd03065ee9b237ec,train,all,fpb:cd03065ee9b237ec
fpb:cd0b6c83140461ad,train,50,fpb:cd0b6c83140461ad
fpb:cd151ec92ef34437,test,75,fpb:cd151ec92ef34437
fpb:cd2bf479d2ab345f,train,75,fpb:cd2bf479d2ab345f
fpb:cd53e787c158439d,train,66,fpb:cd53e787c158439d
fpb:cd5acd0f98a17745,train,50,fpb:cd5acd0f98a17745
fpb:cd5f24ecb954a4a4,train,all,fpb:cd5f24ecb954a4a4
fpb:cd6084dcd585c909,train,all,fpb:cd6084dcd585c909
fpb:cd6be0a1bff686b3,test,all,fpb:cd6be0a1bff686b3
fpb:cd807d3463e2a1a0,train,50,fpb:cd807d3463e2a1a0
fpb:cd897b76655b2146,train,all,fpb:cd897b76655b2146
fpb:cdb978551c25216a,train,all,fpb:cdb978551c25216a
fpb:cdbf491e4ba5592d,train,50,fpb:cdbf491e4ba5592d
fpb:cdc9e10da576f439,dev,all,fpb:cdc9e10da576f439
fpb:cde069d730d5aee7,train,75,fpb:cde069d730d5aee7
fpb:cde4ff6c59db10e7,train,66,fpb:cde4ff6c59db10e7
fpb:cde66665ca6dd68a,dev,50,fpb:cde66665ca6dd68a
fpb:cdea55c8e1dc02ec,dev,75,fpb:cdea55c8e1dc02ec
fpb:cdf456a53bf7f72e,train,75,fpb:cdf456a53bf7f72e
fpb:cdf95e12c63af3f6,train,all,fpb:cdf95e12c63af3f6
fpb:cdfee69472d6837c,test,all,fpb:cdfee69472d6837c
fpb:ce2cc5c3d844629a,test,66,fpb:ce2cc5c3d844629a
fpb:ce327bfec0aa414e,train,66,fpb:ce327bfec0aa414e
fpb:ce3e7d46fe8cc2bd,test,all,fpb:ce3e7d46fe8cc2bd
fpb:ce5138e5cabc38f1,train,all,fpb:ce5138e5cabc38f1
fpb:ce5404ae7c48409b,train,75,fpb:ce5404ae7c48409b
fpb:ce60e1a7b170918b,test,all,fpb:ce60e1a7b170918b
fpb:ce60e9011f343efe,train,75,fpb:ce60e9011f343efe
fpb:ce6bab2e4e215238,train,50,fpb:b6aaa424139353db
fpb:ce6c542a00d8ec45,train,66,fpb:ce6c542a00d8ec45
fpb:ce6ff1b0aaa6e8df,train,75,fpb:ce6ff1b0aaa6e8df
fpb:cea5847955c64008,test,75,fpb:cea5847955c64008
fpb:cea6ad37636b7bf0,train,75,fpb:cea6ad37636b7bf0
fpb:ceab0b496fb5adef,train,all,fpb:ceab0b496fb5adef
fpb:cebb9a1b58efd1d4,dev,75,fpb:cebb9a1b58efd1d4
fpb:cebe67eb9f227a76,train,50,fpb:cebe67eb9f227a76
fpb:cec0259a3aeb655e,train,66,fpb:cec0259a3aeb655e
fpb:cec58058823b6598,train,all,fpb:cec58058823b6598
fpb:cedc62e293d2b947,train,75,fpb:cedc62e293d2b947
fpb:cee5419b49d4e731,train,50,fpb:cee5419b49d4e731
fpb:cf064043872ac534,test,66,fpb:cf064043872ac534
fpb:cf22c3dfa5b6784d,train,75,fpb:cf22c3dfa5b6784d
fpb:cf28d089c3348864,train,66,fpb:cf28d089c3348864
fpb:cf2caf691779de97,train,all,fpb:cf2caf691779de97
fpb:cf44a8ca964e982a,train,66,fpb:cf44a8ca964e982a
fpb:cf49153a93819825,test,75,fpb:cf49153a93819825
fpb:cf70c8b55412038b,train,all,fpb:cf70c8b55412038b
fpb:cf7375d13bbd2dfb,dev,50,fpb:cf7375d13bbd2dfb
fpb:cf8456c2f09d6826,train,all,fpb:cf8456c2f09d6826
fpb:cf8d527d16a2ae09,test,75,fpb:cf8d527d16a2ae09
fpb:cf9321110dbac437,train,all,fpb:cf9321110dbac437
fpb:cfa5fe53f9748868,train,all,fpb:cfa5fe53f9748868
fpb:cfabe5bf90535304,train,75,fpb:cfabe5bf90535304
fpb:cfb8b5f90a188c44,test,66,fpb:cfb8b5f90a188c44
fpb:cfb9afe2a836e540,dev,50,fpb:cfb9afe2a836e540
fpb:cfc652f5c7aaf0ce,test,all,fpb:cfc652f5c7aaf0ce
fpb:cfcb80ec2ef76385,train,66,fpb:cfcb80ec2ef76385
fpb:cfd76e5c7cc5e317,train,all,fpb:cfd76e5c7cc5e317
fpb:cfeb1ccf9b928b38,train,75,fpb:cfeb1ccf9b928b38
fpb:cff2d7b61f146574,dev,66,fpb:cff2d7b61f146574
fpb:cff3a073404481e1,train,50,fpb:cff3a073404481e1
fpb:cff4b6b0851a7b1b,train,all,fpb:cff4b6b0851a7b1b
fpb:cffa1bb8d1aad04c,train,all,fpb:cffa1bb8d1aad04c
fpb:d004216919e31ea9,test,all,fpb:d004216919e31ea9
fpb:d00b4649d1cd20ed,test,all,fpb:d00b4649d1cd20ed
fpb:d01dacad60c94773,train,75,fpb:d01dacad60c94773
fpb:d02202aa7ac41f58,test,all,fpb:d02202aa7ac41f58
fpb:d036f2574d44795a,train,all,fpb:d036f2574d44795a
fpb:d03bcd0359800958,train,50,fpb:d03bcd0359800958
fpb:d045bc90d2c7904e,train,all,fpb:d045bc90d2c7904e
fpb:d05f057d78da5246,test,all,fpb:d05f057d78da5246
fpb:d0680a56d6c59d16,test,all,fpb:d0680a56d6c59d16
fpb:d07ea75c3854c17e,train,all,fpb:d07ea75c3854c17e
fpb:d08f8d73546127a0,train,all,fpb:d08f8d73546127a0
fpb:d09631ebb70c9e24,train,all,fpb:d09631ebb70c9e24
fpb:d0984ee76cdcffe3,train,66,fpb:d0984ee76cdcffe3
fpb:d09974580e7f2dcb,train,all,fpb:d09974580e7f2dcb
fpb:d09b9c0cdbde9f18,train,75,fpb:d09b9c0cdbde9f18
fpb:d0a4a8522b970757,train,all,fpb:d0a4a8522b970757
fpb:d0c330cd85bc2e48,train,66,fpb:d0c330cd85bc2e48
fpb:d0d36c1369f48464,train,66,fpb:d0d36c1369f48464
fpb:d0fa5885b58498a4,train,50,fpb:d0fa5885b58498a4
fpb:d11a771c04508f34,train,50,fpb:d11a771c04508f34
fpb:d11bd8fb6ded86dc,train,all,fpb:d11bd8fb6ded86dc
fpb:d11d571c829f1fa0,test,66,fpb:d11d571c829f1fa0
fpb:d11eebbb7c5a0b01,train,all,fpb:d11eebbb7c5a0b01
fpb:d121363f687a9c61,test,all,fpb:d121363f687a9c61
fpb:d127ae13cbd30b0e,train,all,fpb:d127ae13cbd30b0e
fpb:d13850c2e8cf1f73,train,66,fpb:d13850c2e8cf1f73
fpb:d13e6b30383f63aa,train,all,fpb:d13e6b30383f63aa
fpb:d18f59334baf6528,test,all,fpb:d18f59334baf6528
fpb:d194721bcd923d51,train,all,fpb:d194721bcd923d51
fpb:d19e4149d40d84eb,train,75,fpb:d19e4149d40d84eb
fpb:d1adf82e3a6ad459,test,all,fpb:d1adf82e3a6ad459
fpb:d1edaae65564bf9c,train,all,fpb:d1edaae65564bf9c
fpb:d1ee276fa5ec0f46,train,all,fpb:d1ee276fa5ec0f46
fpb:d207ee6b394eb330,dev,all,fpb:d207ee6b394eb330
fpb:d207f839af6cd1bc,train,50,fpb:d207f839af6cd1bc
fpb:d22f925b118af847,test,all,fpb:d22f925b118af847
fpb:d23d2569709b7b55,train,all,fpb:d23d2569709b7b55
fpb:d2470ab17a872866,test,all,fpb:d2470ab17a872866
fpb:d261b3f390eaabf8,train,75,fpb:d261b3f390eaabf8
fpb:d265f13516187597,train,all,fpb:d265f13516187597
fpb:d267dbe4288e7f5d,train,66,fpb:d267dbe4288e7f5d
fpb:d28655f5af37ff98,dev,50,fpb:d28655f5af37ff98
fpb:d28d4dcd9ba1b644,train,all,fpb:d28d4dcd9ba1b644
fpb:d296a6eb751fa15e,train,all,fpb:d296a6eb751fa15e
fpb:d2b699a863bfcfd1,dev,75,fpb:d2b699a863bfcfd1
fpb:d2bbde96959626f8,test,50,fpb:d2bbde96959626f8
fpb:d2d2a2c8207b46bc,train,all,fpb:6f34951d2f233963
fpb:d2d840edd10c154b,dev,50,fpb:d2d840edd10c154b
fpb:d2e34c08d9d50d08,test,all,fpb:d2e34c08d9d50d08
fpb:d2f5b88ad2a37c90,train,all,fpb:d2f5b88ad2a37c90
fpb:d3028249a5eaf0ed,train,50,fpb:d3028249a5eaf0ed
fpb:d316f68225593eaa,train,75,fpb:d316f68225593eaa
fpb:d339acf68cfc550e,train,66,fpb:d339acf68cfc550e
fpb:d346f37da65a426f,test,all,fpb:d346f37da65a426f
fpb:d36ab441e32ad10d,train,all,fpb:d36ab441e32ad10d
fpb:d3841d9679c35032,train,all,fpb:d3841d9679c35032
fpb:d397454a6ada556f,train,all,fpb:d397454a6ada556f
fpb:d3a4115a5f543cfe,train,75,fpb:d3a4115a5f543cfe
fpb:d3a9cb7812e25066,test,66,fpb:d3a9cb7812e25066
fpb:d3b01406b5c6c3ef,train,50,fpb:d3b01406b5c6c3ef
fpb:d3ba346dcc73dd22,train,66,fpb:d3ba346dcc73dd22
fpb:d3ca7ea82978ccdb,train,all,fpb:d3ca7ea82978ccdb
fpb:d3cbbead966f56ac,train,all,fpb:d3cbbead966f56ac
fpb:d3cc24688f0874b2,test,66,fpb:d3cc24688f0874b2
fpb:d3d569dccb0b1f55,dev,all,fpb:d3d569dccb0b1f55
fpb:d4055db570dde0cb,dev,all,fpb:d4055db570dde0cb
fpb:d416b664c3c38838,test,75,fpb:d416b664c3c38838
fpb:d42232878a13a5a9,train,50,fpb:d42232878a13a5a9
fpb:d428981b0bf36e5e,train,all,fpb:d428981b0bf36e5e
fpb:d4452fd49f47cf1f,train,all,fpb:d4452fd49f47cf1f
fpb:d44787cbd9af5f8d,dev,66,fpb:d44787cbd9af5f8d
fpb:d465c3317ef32b5f,train,50,fpb:d465c3317ef32b5f
fpb:d471c58943860de2,dev,50,fpb:d471c58943860de2
fpb:d49047ccd65da261,train,66,fpb:d49047ccd65da261
fpb:d4952a85d7100112,train,all,fpb:d4952a85d7100112
fpb:d4a3008cb910b192,train,all,fpb:d4a3008cb910b192
fpb:d4a49548fb75bc9c,train,75,fpb:d4a49548fb75bc9c
fpb:d4a732296565c755,test,all,fpb:d4a732296565c755
fpb:d4b3d51ee77eaa61,dev,50,fpb:d4b3d51ee77eaa61
fpb:d4b53d5fabef65d1,train,75,fpb:d4b53d5fabef65d1
fpb:d4bf4433bad55146,train,50,fpb:d4bf4433bad55146
fpb:d4d59b24788772ee,train,50,fpb:d4d59b24788772ee
fpb:d4f31f0527b0e271,train,all,fpb:d4f31f0527b0e271
fpb:d510eb96877dba2a,test,all,fpb:d510eb96877dba2a
fpb:d51b08a94c1adc9f,train,all,fpb:d51b08a94c1adc9f
fpb:d54b9ff38949406c,train,all,fpb:d54b9ff38949406c
fpb:d553d79dd6b155fa,test,all,fpb:d553d79dd6b155fa
fpb:d56ea0472502984f,train,all,fpb:d56ea0472502984f
fpb:d57664c7b31a2200,dev,all,fpb:d57664c7b31a2200
fpb:d57929bb0fcd470d,train,all,fpb:d57929bb0fcd470d
fpb:d589adf45ba61c8b,train,all,fpb:d589adf45ba61c8b
fpb:d594de9104ca37d7,train,all,fpb:d594de9104ca37d7
fpb:d59a4ba8b4b91b3b,train,75,fpb:d59a4ba8b4b91b3b
fpb:d59d339bc4e7bb8a,train,all,fpb:d59d339bc4e7bb8a
fpb:d5ab9916b9b48f91,train,75,fpb:d5ab9916b9b48f91
fpb:d5b965139112975d,train,66,fpb:d5b965139112975d
fpb:d5c02774cf3838d2,train,50,fpb:d5c02774cf3838d2
fpb:d5d3a161a22ee5a1,train,all,fpb:d5d3a161a22ee5a1
fpb:d5e277eeca50b24b,dev,all,fpb:d5e277eeca50b24b
fpb:d5e398499193b7c6,dev,all,fpb:d5e398499193b7c6
fpb:d5fb46ab29d270d2,train,all,fpb:d5fb46ab29d270d2
fpb:d5fc44fcfc038fa6,dev,66,fpb:d5fc44fcfc038fa6
fpb:d60ba446811ba7c9,train,75,fpb:d60ba446811ba7c9
fpb:d632014afdf733cc,test,all,fpb:d632014afdf733cc
fpb:d6376989b88fb86c,train,50,fpb:d6376989b88fb86c
fpb:d64103d2ed620467,train,66,fpb:d64103d2ed620467
fpb:d6629627d445089a,test,50,fpb:d6629627d445089a
fpb:d666c7c92ee9209a,train,75,fpb:d666c7c92ee9209a
fpb:d6781f3ba64dc154,train,all,fpb:d6781f3ba64dc154
fpb:d6804b9eb680c60a,test,all,fpb:d6804b9eb680c60a
fpb:d687bc444adae4fe,train,all,fpb:d687bc444adae4fe
fpb:d6be8228984667ab,train,all,fpb:d6be8228984667ab
fpb:d6d0796978628854,train,75,fpb:d6d0796978628854
fpb:d6e1ded9939c5c4e,train,75,fpb:d6e1ded9939c5c4e
fpb:d7227de9dc4db3a3,test,75,fpb:d7227de9dc4db3a3
fpb:d731543cbc3b5a51,test,66,fpb:d731543cbc3b5a51
fpb:d738b41d302386b5,test,75,fpb:d738b41d302386b5
fpb:d74b41213338ae8d,train,50,fpb:d74b41213338ae8d
fpb:d7583ee59b35ce64,train,66,fpb:d7583ee59b35ce64
fpb:d76490ef32312fd7,train,66,fpb:2bb4735d4cd21308
fpb:d780e38c92b3b8bf,dev,66,fpb:d780e38c92b3b8bf
fpb:d78c2f627d74b03f,train,66,fpb:d78c2f627d74b03f
fpb:d7934b5172ef2bd1,train,all,fpb:ac21622e694e9ce7
fpb:d79dd1f4c71e70b5,train,75,fpb:d79dd1f4c71e70b5
fpb:d7a9831d6b397e2d,train,75,fpb:d7a9831d6b397e2d
fpb:d7dc0f78fc9c2597,train,all,fpb:d7dc0f78fc9c2597
fpb:d7e152f553021db6,train,all,fpb:d7e152f553021db6
fpb:d7e5d853ec9184d5,train,all,fpb:d7e5d853ec9184d5
fpb:d7eb52f280bcfb05,train,66,fpb:d7eb52f280bcfb05
fpb:d7ebc69090fb9831,dev,all,fpb:d7ebc69090fb9831
fpb:d7eef91c80ce4d03,dev,75,fpb:d7eef91c80ce4d03
fpb:d7f54249f73e9527,train,all,fpb:d7f54249f73e9527
fpb:d7fd1b9a1e389db3,train,66,fpb:d7fd1b9a1e389db3
fpb:d8048258d0510d7d,train,all,fpb:d8048258d0510d7d
fpb:d8152ab1bb01b209,train,all,fpb:d8152ab1bb01b209
fpb:d82e361c51591f0a,dev,all,fpb:7c9cd8edb9174636
fpb:d82e48f596a5d560,train,all,fpb:d82e48f596a5d560
fpb:d836312eb164b791,train,all,fpb:d836312eb164b791
fpb:d8365011db9f9b44,train,all,fpb:d8365011db9f9b44
fpb:d849fc62ec546098,train,all,fpb:d849fc62ec546098
fpb:d85d9cee56367093,train,all,fpb:d85d9cee56367093
fpb:d876b88e64b82520,train,50,fpb:d876b88e64b82520
fpb:d87786e2ac0e5f9c,train,all,fpb:d87786e2ac0e5f9c
fpb:d87db632acd90a4d,train,50,fpb:d87db632acd90a4d
fpb:d887e70b57f01db1,train,75,fpb:d887e70b57f01db1
fpb:d8a0d217b63ac248,train,75,fpb:d8a0d217b63ac248
fpb:d8a8f026aa48bce2,test,all,fpb:d8a8f026aa48bce2
fpb:d8bdfb8771176d35,train,75,fpb:d8bdfb8771176d35
fpb:d8d077c36e35940c,train,50,fpb:d8d077c36e35940c
fpb:d8eedba1ba2d1576,dev,66,fpb:d7ebc69090fb9831
fpb:d905793281198d81,train,all,fpb:d905793281198d81
fpb:d93423a530bd81e5,train,all,fpb:5461636b801a1e07
fpb:d95045313ea92066,train,66,fpb:d95045313ea92066
fpb:d951421b1d9e638b,train,all,fpb:d951421b1d9e638b
fpb:d96ed017eb69ff60,train,50,fpb:d96ed017eb69ff60
fpb:d972144763a319e6,test,all,fpb:d972144763a319e6
fpb:d97d2e375e40e427,train,all,fpb:d97d2e375e40e427
fpb:d98c5071e251f1eb,train,all,fpb:d98c5071e251f1eb
fpb:d9abaf51f4579784,train,all,fpb:d9abaf51f4579784
fpb:d9cbb057b3bc8fab,test,all,fpb:d9cbb057b3bc8fab
fpb:d9d2106208dec7df,train,all,fpb:d9d2106208dec7df
fpb:d9df0724c1882753,test,66,fpb:d9df0724c1882753
fpb:da0a6aeea98ef574,train,50,fpb:da0a6aeea98ef574
fpb:da0b52ae8194636e,train,75,fpb:da0b52ae8194636e
fpb:da0dc939ea8f4723,train,75,fpb:da0dc939ea8f4723
fpb:da0f5f8ea53fa892,test,75,fpb:da0f5f8ea53fa892
fpb:da2ff65cf4d006b5,train,50,fpb:da2ff65cf4d006b5
fpb:da3640a75cc817d3,train,50,fpb:da3640a75cc817d3
fpb:da3a6fa00a45fae3,dev,50,fpb:da3a6fa00a45fae3
fpb:da577d1420e11422,test,66,fpb:da577d1420e11422
fpb:da5c16824e17867f,train,all,fpb:da5c16824e17867f
fpb:da7866a0adb5dee5,train,75,fpb:da7866a0adb5dee5
fpb:da7a7fdfff8d2d77,train,50,fpb:da7a7fdfff8d2d77
fpb:da89bf7dfed70c59,train,75,fpb:da89bf7dfed70c59
fpb:da8c16855febf72e,train,all,fpb:da8c16855febf72e
fpb:da9f837c04c5b430,train,all,fpb:da9f837c04c5b430
fpb:daa4d0e545ab244a,dev,75,fpb:daa4d0e545ab244a
fpb:daacc9c47ac31ebd,train,all,fpb:daacc9c47ac31ebd
fpb:dab45ebe36c7753f,train,all,fpb:dab45ebe36c7753f
fpb:dab66968e52bbee3,train,50,fpb:dab66968e52bbee3
fpb:dac34b7094369bed,train,50,fpb:dac34b7094369bed
fpb:dae2c008a4e36848,train,66,fpb:dae2c008a4e36848
fpb:daf9c056b1467d4b,train,all,fpb:daf9c056b1467d4b
fpb:dafa761251a25a7d,train,50,fpb:dafa761251a25a7d
fpb:db04b5c743e96b5a,train,all,fpb:db04b5c743e96b5a
fpb:db095a09bb92259b,test,66,fpb:db095a09bb92259b
fpb:db0e4269ffad646f,train,50,fpb:db0e4269ffad646f
fpb:db30bb3ada621bce,test,75,fpb:db30bb3ada621bce
fpb:db40f0ef63fd6e81,train,50,fpb:05da9b496987d21b
fpb:db4b14230c374ec3,train,all,fpb:db4b14230c374ec3
fpb:db50770bbf5cc16e,train,all,fpb:db50770bbf5cc16e
fpb:db54a3309974ceff,test,75,fpb:db54a3309974ceff
fpb:db56410f1f1452c9,train,75,fpb:db56410f1f1452c9
fpb:db749a75fb3991eb,train,66,fpb:4ecb76e7fdc2cda2
fpb:db78d290c5745a22,train,all,fpb:db78d290c5745a22
fpb:db7cbb58cb8817f4,train,all,fpb:db7cbb58cb8817f4
fpb:db8c352bb44e7337,train,66,fpb:db8c352bb44e7337
fpb:db8cec63ddff5731,train,all,fpb:db8cec63ddff5731
fpb:dbb6d081e2f55712,train,66,fpb:dbb6d081e2f55712
fpb:dbb86bc17ed46c8b,train,all,fpb:dbb86bc17ed46c8b
fpb:dbd7985dadced62c,train,all,fpb:dbd7985dadced62c
fpb:dbdd2c01d6b379dc,train,all,fpb:dbdd2c01d6b379dc
fpb:dbe6cd79d9d8ec56,train,75,fpb:dbe6cd79d9d8ec56
fpb:dbec5e19071104c1,train,all,fpb:dbec5e19071104c1
fpb:dbf14b247831386f,test,75,fpb:dbf14b247831386f
fpb:dbf3152c44748c05,train,75,fpb:dbf3152c44748c05
fpb:dbf9ebb0970084b4,test,50,fpb:dbf9ebb0970084b4
fpb:dbfd37f95449785a,train,all,fpb:dbfd37f95449785a
fpb:dc0b5b1ce21e85be,test,all,fpb:dc0b5b1ce21e85be
fpb:dc1225aa7fabd28c,train,all,fpb:dc1225aa7fabd28c
fpb:dc1454314ad3c785,train,66,fpb:dc1454314ad3c785
fpb:dc1d6948dbf0cea8,test,all,fpb:dc1d6948dbf0cea8
fpb:dc2a120dcb7e78fe,test,66,fpb:dc2a120dcb7e78fe
fpb:dc2edc3324dddeb6,test,75,fpb:dc2edc3324dddeb6
fpb:dc34f6023fd3bd4b,dev,75,fpb:dc34f6023fd3bd4b
fpb:dc3beecefb15bb34,train,all,fpb:dc3beecefb15bb34
fpb:dc413392691893ac,train,66,fpb:dc413392691893ac
fpb:dc49f4f94a381b22,dev,all,fpb:dc49f4f94a381b22
fpb:dc52241cd2cdd6e2,train,75,fpb:dc52241cd2cdd6e2
fpb:dc68bf2858dd2f6b,test,75,fpb:dc68bf2858dd2f6b
fpb:dc74d583fdd21c1f,train,75,fpb:dc74d583fdd21c1f
fpb:dc97dbdf233ea5b1,test,all,fpb:dc97dbdf233ea5b1
fpb:dc99ddb1f4489009,test,75,fpb:dc99ddb1f4489009
fpb:dc9cafa377d645f3,train,66,fpb:dc9cafa377d645f3
fpb:dcb26e1781233745,train,all,fpb:dcb26e1781233745
fpb:dcb85252b4e57c0b,dev,75,fpb:dcb85252b4e57c0b
fpb:dcd0a02e792fad2b,train,all,fpb:dcd0a02e792fad2b
